IdShip,ShipSource,ShipName,ShipDateMonth,ShipDateYear,ShipTakenLocation,ShipLastage,ShipTonnage,ShipAge,ShipCrewTot,ShipCrewNat,ShipMustPlace,ShipOwnRes,ShipOwnGender,ShipSkipPart,ShipJournEnd,ShipJournBegin,ShipConstrPlace,ShipMustRole,ShipComments,period_coding,OR_place,OR_country,OR_region,OR_northsouth,OR_latitude,OR_longitude,OR_google,OR_coastalKM,OR_coastalclass,OR_placeclass,JE_place,JE_country,JE_region,JE_northsouth,JE_latitude,JE_longitude,JE_google,JE_coastalKM,JE_coastalclass,JE_placeclass,JB_place,JB_country,JB_region,JB_northsouth,JB_latitude,JB_longitude,JB_google,JB_coastalKM,JB_coastalclass,JB_placeclass,SHIP_CONV_TONNAGE,OR_histpol,JE_histpol,JB_histpol,OR_altscan
3950,736,Margaretha Dorothea,5,1794,Deal,99,,14,11,all Swedes,all at Strahlsund,,,,Genoa,Scheedam,Barth,FALSE,,3,,,,,,,,,,,Genoa,Italy,Medit,SE,44.410351,8.93888,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=44.410351,8.93888",3.24,coastal,P,Schiedam,Netherlands,Ned,NE,51.918449,4.39818,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=51.918449,4.39818",20.51,waterway,P,198,,Italian kingdoms,Netherlands,
3951,736,Minerva,4,1794,London/Deal,47,,,8,all Swedes,all at Gottenburg,Gottenburg,Male,No,Leghorn,Gottenburg,Finland,FALSE,,3,Gothenburg,Sweden,Scan,NE,57.70129,11.96706,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=57.70129,11.96706",9.58,coastal,P,Livorno,Italy,Medit,SE,43.55291,10.31998,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=43.55291,10.31998",3.35,coastal,P,Gothenburg,Sweden,Scan,NE,57.70129,11.96706,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=57.70129,11.96706",9.58,coastal,P,94,Sweden,Italian kingdoms,Sweden,EAST_SCAN
3952,736,Magnanimitas,5,1794,Deal,135,,11,11,all Bremeners,all at Bremen,Bremen,Male,No,Lisbon,Bremen,Bremen River near Fagesack,FALSE,The master's wife and family life with his father in Bremen.,3,Bremen,Germany,Ger,NE,53.0751,8.80469,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=53.0751,8.80469",37.68,waterway,P,Lisbon,Portugal,Medit,SE,38.72572,-9.15025,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=38.72572,-9.15025",3.71,coastal,P,Bremen,Germany,Ger,NE,53.0751,8.80469,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=53.0751,8.80469",37.68,waterway,P,270,German Kingdoms,Portugal,German Kingdoms,
3953,736,Minerva,4,1794,London,58,,2,8,all Danish subjects,all at Altona,Flensburg,Male,No,Leghorn,Hamburgh,Flensburg,FALSE,,3,Flensburg,Germany,Ger,NE,54.78643,9.43543,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=54.78643,9.43543",4.176800811,coastal,P,Livorno,Italy,Medit,SE,43.55291,10.31998,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=43.55291,10.31998",3.35,coastal,P,Hamburg,Germany,Ger,NE,53.553341,9.99247,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=53.553341,9.99247",18.31854868,coastal,P,116,German Kingdoms,Italian kingdoms,German Kingdoms,
3954,736,Maria Catharina,5,1794,Deal,80,,,11,"10 Danes, 1 Hamburgher",all at Hamburgh,Denmark,Male,Yes,Barcelona,Hamburgh,Sunderburg in Denmark,FALSE,,3,Denmark,Denmark,Scan,NE,56.15554,11.63398,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=56.15554,11.63398",21.6,inland,C,Barcelona,Spain,Medit,SE,41.3850639,2.1734035,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=41.3850639,2.17340349999994",4.18,coastal,P,Hamburg,Germany,Ger,NE,53.553341,9.99247,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=53.553341,9.99247",18.31854868,coastal,P,160,Denmark,Spain,German Kingdoms,WEST_SCAN
3955,736,Maria Rosina,5,1794,Deal,125,,,19,all Swedes,all at Stockholm,Stockholm,Male,No,Corrunna,Stockholm,Pitea in Finland,FALSE,Great lasts.,3,Stockholm,Sweden,Scan,NE,59.332298,18.062941,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=59.332298,18.062941",12.35,coastal,P,A Coruna,Spain,Medit,SE,43.370152,-8.39672,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=43.370152,-8.39672",8.88,coastal,P,Stockholm,Sweden,Scan,NE,59.332298,18.062941,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=59.332298,18.062941",12.35,coastal,P,250,Sweden,Spain,Sweden,EAST_SCAN
3956,736,Mary,5,1795,London,,163,,9,all Americans,"8 at New Bedford, 1 at Gluckstadt",New Bedford,Male,No,St Sebastian,Gluckstadt,,FALSE,sole owner.,3,"New Bedford, MA",USA,NorthAm,AM,41.637669,-70.93087,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=41.637669,-70.93087",7.31,coastal,P,San Sebastian,Spain,Medit,SE,43.317379,-1.9794,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=43.317379,-1.9794",11.88,coastal,P,Gluckstadt,Germany,Ger,NE,53.788921,9.42368,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=53.788921,9.42368",10.44,coastal,P,163,USA,Spain,German Kingdoms,
3957,736,Mercurius,5,1794,Dover,36,,,7,all Danes,all at Porsgrund,Porsgrund,Male,No,Best Market,Porsgrund,Arendal,FALSE,"Sole owner, probably related to the master: Jorgen Wright.",3,Porsgrunn,Norway,Scan,NE,59.14399,9.65895,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=59.14399,9.65895",7.43,coastal,P,no fixed place,x,x,x,,,,,x,x,Porsgrunn,Norway,Scan,NE,59.14399,9.65895,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=59.14399,9.65895",7.43,coastal,P,72,Denmark-Norway,unclassified,Denmark-Norway,WEST_SCAN
3958,737,Mercurius,6,1794,London,27,,,5,all Danes,all at Drontheim,Drontheim,Male,No,Ferrol,Drontheim,Flensburg,FALSE,,3,Trondheim,Norway,Scan,NE,63.431019,10.39213,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=63.431019,10.39213",9.36,coastal,P,Ferrol,Spain,Medit,SE,43.486851,-8.22733,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=43.486851,-8.22733",3.84,coastal,P,Trondheim,Norway,Scan,NE,63.431019,10.39213,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=63.431019,10.39213",9.36,coastal,P,54,Denmark-Norway,Spain,Denmark-Norway,WEST_SCAN
3959,737,Maria & Ingeborg,6,1794,London,37,,,7,all Danes,all at Aalborg,Aalborg,Male,No,some port in France,Aalborg,,FALSE,sole owner.,3,Aalborg,Denmark,Scan,NE,57.049339,9.91632,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=57.049339,9.91632",6.72,coastal,P,France,France,Fra,SE,44.83791,3.69429,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=44.83791,3.69429",97.31,coastal,C,Aalborg,Denmark,Scan,NE,57.049339,9.91632,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=57.049339,9.91632",6.72,coastal,P,74,Denmark,France,Denmark,WEST_SCAN
3960,737,Minerva,5,1794,Liverpool,,160,,10,all English subjects,all at Belfast,Belfast,Male,No,St Vincent,Belfast,England,FALSE,,3,Belfast,Northern Ireland,Brit,NE,54.595291,-5.93452,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=54.595291,-5.93452",9.95,coastal,P,St Vincent,St Vincent and Grenadines,Caribbean,AM,13.24814,-61.196316,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=13.24814,-61.196316",15.09,coastal,C,Belfast,Northern Ireland,Brit,NE,54.595291,-5.93452,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=54.595291,-5.93452",9.95,coastal,P,160,Great Britain and Ireland,British Empire,Great Britain and Ireland,
3961,737,Mary,6,1794,London,,268,2,13,"4 Americans, 9 Danes and Swedes","4 at Virginia, 9 at Hamburgh",Portland,Male,No,St Sebastian,Gluckstadt,Falmouth near Portland,FALSE,"master and owner shares surname, so probably related. Yup mate says brothers.",3,"Portland, Maine",USA,NorthAm,AM,43.659142,-70.256653,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=43.659142,-70.256653",6.24,coastal,P,San Sebastian,Spain,Medit,SE,43.317379,-1.9794,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=43.317379,-1.9794",11.88,coastal,P,Gluckstadt,Germany,Ger,NE,53.788921,9.42368,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=53.788921,9.42368",10.44,coastal,P,268,USA,Spain,German Kingdoms,
3962,737,Minerva,6,1794,Deal,34,,9,5,all Swedes,all at Gottenburgh,Gottenburgh,Male,No,Oporto,Amsterdam,Gottenburgh,FALSE,,3,Gothenburg,Sweden,Scan,NE,57.70129,11.96706,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=57.70129,11.96706",9.58,coastal,P,Oporto,Portugal,Medit,SE,41.14946,-8.61031,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=41.14946,-8.61031",5.74,coastal,P,Amsterdam,Netherlands,Ned,NE,52.373081,4.89333,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=52.373081,4.89333",28.61,coastal,P,68,Sweden,Portugal,Netherlands,EAST_SCAN
3963,737,Mette Marie,6,1794,Deal,53,,9,10,all Danes,all at Faaborg,Faaborg,Female,No,Cadiz,Swinemunde,Faaborg,FALSE,"Madame Jakobsen is the sole owner. Master is probably 500774 in 1787 census, Mate probably 500884. A number of Bierfreunds are sailors in Faaborg.",3,Faaborg,Denmark,Scan,NE,55.095089,10.24006,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=55.095089,10.24006",3.36,coastal,P,Cadiz,Spain,Medit,SE,36.529861,-6.29024,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=36.529861,-6.29024",4.68,coastal,P,Swinoujscie,Poland,Ger,NE,53.902351,14.26914,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=53.902351,14.26914",3.11,coastal,P,106,Denmark,Spain,Russian Empire,WEST_SCAN
3964,737,Mette Maria Margaretha,6,1794,Deal,31,,,8,all Norwegians,all at Stavanger,Stavanger,Mixed,Yes,Barcelona,Stavanger,Arendal,FALSE,1 female owner of 4,3,Stavanger,Norway,Scan,NE,58.971031,5.73066,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=58.971031,5.73066",11.64,coastal,P,Barcelona,Spain,Medit,SE,41.3850639,2.1734035,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=41.3850639,2.17340349999994",4.18,coastal,P,Stavanger,Norway,Scan,NE,58.971031,5.73066,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=58.971031,5.73066",11.64,coastal,P,62,Denmark-Norway,Spain,Denmark-Norway,WEST_SCAN
3965,737,Merta Britta,6,1794,London,,76,11,5,all Swedes,all at Warberg,Warberg,Male,No,Bilboa,Gottenburgh,Warberg,FALSE,,3,Varberg,Sweden,Scan,NE,57.107891,12.24905,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=57.107891,12.24905",8.16,coastal,P,Bilbao,Spain,Medit,SE,43.26865,-2.94612,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=43.26865,-2.94612",15.2,coastal,P,Gothenburg,Sweden,Scan,NE,57.70129,11.96706,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=57.70129,11.96706",9.58,coastal,P,76,Sweden,Spain,Sweden,EAST_SCAN
3966,737,Martin,6,1794,Liverpool,,100,,8,all British subjects,all at Whitehaven,Whitehaven,Male,Yes,Antigua,Whitehaven,Liverpool,FALSE,1 interrogation of a basque privateer.,3,"Whitehaven, Cumbria",England,Brit,NE,54.546902,-3.58573,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=54.546902,-3.58573",9.48,coastal,P,Antigua,Antigua,Caribbean,AM,17.3283,-62.005742,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=17.3283,-62.005742",18.94,coastal,C,"Whitehaven, Cumbria",England,Brit,NE,54.546902,-3.58573,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=54.546902,-3.58573",9.48,coastal,P,100,Great Britain and Ireland,British Empire,Great Britain and Ireland,
3967,737,Mary,6,1794,Portsmouth,,80,,7,"6 english, 1 of Curacao","6 at Bristol, 1 at Swansea",England,Male,No,Bristol,Malaga,Newfoundland,FALSE,,3,England,England,Brit,NE,52.84145,-2.30546,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=52.84145,-2.30546",53.14,coastal,C,Bristol,England,Brit,NE,51.453732,-2.59156,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=51.453732,-2.59156",8.33,coastal,P,Malaga,Spain,Medit,SE,36.718319,-4.42016,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=36.718319,-4.42016",0.96,coastal,P,80,Great Britain and Ireland,Great Britain and Ireland,Spain,
3968,737,The Mentor,6,1794,London,,100,,9,"4 Americans, 5 Danes","4 at Newbury Port, 5 at Hamburgh",Newbury Port,Male,No,Bilboa,Hamburgh,Wells near Newbury Port,FALSE,I think the cook is the third (presumably) black cook.,3,"Newburyport, MA",USA,NorthAm,AM,42.812038,-70.872963,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=42.812038,-70.872963",1.19,coastal,P,Bilbao,Spain,Medit,SE,43.26865,-2.94612,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=43.26865,-2.94612",15.2,coastal,P,Hamburg,Germany,Ger,NE,53.553341,9.99247,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=53.553341,9.99247",18.31854868,coastal,P,100,USA,Spain,German Kingdoms,
3969,737,Mary,6,1794,Liverpool,,130,,20,"18 English, 1 of Jersey [?], 1 of Malta",all at Liverpool,Liverpool,Male,No,Angola,Liverpool,Liverpool,FALSE,"Starts with two interrogations of French privateers. "She set sail from the port of Liverpool [...] on a voyage to Angola on the coast of Africa for Slaves.""tarts with two interrogations of French privateers. "She set sail from the port of Liverpool [...] on ""arts with two interrogations of French privateers",3,Liverpool,England,Brit,NE,53.409771,-2.97848,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=53.409771,-2.97848",8.76,coastal,P,Angola,Angola,Wafr,AF,-14.14836,14.47376,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=-14.14836,14.47376",143.76,coastal,C,Liverpool,England,Brit,NE,53.409771,-2.97848,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=53.409771,-2.97848",8.76,coastal,P,130,Great Britain and Ireland,Portuguese Empire,Great Britain and Ireland,
3970,738,Mary,12,1794,London,,126,,8,"6 British subjects, 2 foreigners","7 in London, 1 Hamburgh",London,Male,Yes,London,Hamburgh,London,FALSE,,3,London,England,Brit,NE,51.506321,-0.12714,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=51.506321,-0.12714",46.14,waterway,P,London,England,Brit,NE,51.506321,-0.12714,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=51.506321,-0.12714",46.14,waterway,P,Hamburg,Germany,Ger,NE,53.553341,9.99247,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=53.553341,9.99247",18.31854868,coastal,P,126,Great Britain and Ireland,Great Britain and Ireland,German Kingdoms,
3971,738,Morgenrothe,7,1795,Great Yarmouth,,200,10,8,all Danish subjects,all at Altona,Flensbourg,Male,No,Leghorn,Altona,Flensbourg,FALSE,,3,Flensburg,Germany,Ger,NE,54.78643,9.43543,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=54.78643,9.43543",4.176800811,coastal,P,Livorno,Italy,Medit,SE,43.55291,10.31998,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=43.55291,10.31998",3.35,coastal,P,Altona,Germany,Ger,NE,53.568039,9.94814,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=53.568039,9.94814",9.77,coastal,P,200,German Kingdoms,Italian kingdoms,German Kingdoms,
3972,738,Mary Ann,9,1794,Martinique,,,,,,,Wilmington,Male,No,St Pierre Martinique,Philadelphia,,FALSE,Missing a lot of information.,3,"Wilmington, Delaware",USA,NorthAm,AM,39.740231,-75.550842,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=39.740231,-75.550842",6.21,coastal,P,Saint-Pierre,Martinique,Caribbean,AM,14.749015,-61.15325,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=14.749015,-61.15325",6.59,coastal,P,"Philadelphia, PA",USA,NorthAm,AM,39.95227814,-75.1624527,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=39.952278137,-75.162452698",9.11,coastal,P,,USA,British Empire,USA,
3973,738,Mars,4,1794,Leghorn,,280,4,13,"12 Swedes ,1 Portuguese",different times & places,Gotteburgh,Male,No,Genoa,Bordeaux,Finland,FALSE,,3,Gothenburg,Sweden,Scan,NE,57.70129,11.96706,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=57.70129,11.96706",9.58,coastal,P,Genoa,Italy,Medit,SE,44.410351,8.93888,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=44.410351,8.93888",3.24,coastal,P,Bordeaux,France,Fra,SE,44.836632,-0.58105,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=44.836632,-0.58105",9.56,coastal,P,280,Sweden,Italian kingdoms,France,EAST_SCAN
3974,739,Magnus,5,1795,Portsmouth,,220,,12,all Danes,all at Copenhagen,Copenhagen,Mixed,No,Bordeaux,Copenhagen,Christiansand,FALSE,"Another Widow Blacks vessel, this time called madam Blacks.",3,Copenhagen,Denmark,Scan,NE,55.675659,12.56761,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=55.675659,12.56761",0.15983431,coastal,P,Bordeaux,France,Fra,SE,44.836632,-0.58105,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=44.836632,-0.58105",9.56,coastal,P,Copenhagen,Denmark,Scan,NE,55.675659,12.56761,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=55.675659,12.56761",0.15983431,coastal,P,220,Denmark,France,Denmark,WEST_SCAN
3975,739,La Minerve,3,1795,Falmouth,,300,,22,all French,all at Havre de Grace,Republic of France,,No,Rochefort,Rouen,Rouen,FALSE,Transporting wood and iron,3,France,France,Fra,SE,44.83791,3.69429,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=44.83791,3.69429",97.31,coastal,C,Rochefort,France,Fra,SE,45.93484116,-0.958689988,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=45.934841156,-0.95868998766",15.78,coastal,p,Rouen,France,Fra,SE,49.44014,1.08941,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=49.44014,1.08941",41.35,waterway,P,300,France,France,France,
3976,739,La Marie Therese,3,1795,Jersey,,65,6,5,all of St Briac,all at St Briac,St Males,Male,No,St Malo,Brest,St Maloes,TRUE,sole owner.,3,Saint-Malo,France,Fra,SE,48.65049,-2.02328,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=48.65049,-2.02328",1.68,coastal,P,Saint-Malo,France,Fra,SE,48.65049,-2.02328,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=48.65049,-2.02328",1.68,coastal,P,Brest,France,Fra,SE,48.390228,-4.48622,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=48.390228,-4.48622",4.92,coastal,P,65,France,France,France,
3977,740,Maria Catharina,7,1795,Dover,22,,,5,all Danes,"2 at Aalborg, 3 at Gluckstadt",Aalborg,Male,No,Lisbon,Altona,Sunderburg,FALSE,sole owner.,3,Aalborg,Denmark,Scan,NE,57.049339,9.91632,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=57.049339,9.91632",6.72,coastal,P,Lisbon,Portugal,Medit,SE,38.72572,-9.15025,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=38.72572,-9.15025",3.71,coastal,P,Altona,Germany,Ger,NE,53.568039,9.94814,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=53.568039,9.94814",9.77,coastal,P,44,Denmark,Portugal,German Kingdoms,WEST_SCAN
3978,740,Maria Christina,7,1795,London,43,,9,7,all Swedish subjects,all at Landscrone,Markaryd,Male,No,Ostend,Copenhagen,Kohl near Helsingburg,FALSE,Heavy lasts. That is the most inland merchant so far (I think). Unless of course there's another Markaryd.,3,Markaryd,Sweden,Scan,NE,56.462891,13.59679,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=56.462891,13.59679",54.57,inland,P,Ostende,Belgium,Ned,NE,51.231258,2.9127,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=51.231258,2.9127",7.56,coastal,P,Copenhagen,Denmark,Scan,NE,55.675659,12.56761,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=55.675659,12.56761",0.15983431,coastal,P,86,Sweden,French Empire,Denmark,EAST_SCAN
3979,740,Maria Christina,7,1795,London,49,,14,5,all Swedes,all at Greifswald,Greifswald,Mixed,Yes,Ostend,Copenhagen,Bussendorf in Swedish Pomerania,FALSE,Heavy lasts. 1 Widow owner of 5.,3,Greifswald,Germany,Ger,NE,54.097309,13.38423,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=54.097309,13.38423",5.49,coastal,P,Ostende,Belgium,Ned,NE,51.231258,2.9127,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=51.231258,2.9127",7.56,coastal,P,Copenhagen,Denmark,Scan,NE,55.675659,12.56761,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=55.675659,12.56761",0.15983431,coastal,P,98,German Kingdoms,French Empire,Denmark,
3980,740,Maria Christina,7,1795,Deal,114,,,9,"5 Swedes, 4 Hamburghers",all at Hamburgh,Wismar,Male,No,Lisbon,Altona,Great Stepenitz four leagues from Stetin,FALSE,,3,Wismar,Germany,Ger,NE,53.891079,11.46622,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=53.891079,11.46622",1.67,coastal,P,Lisbon,Portugal,Medit,SE,38.72572,-9.15025,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=38.72572,-9.15025",3.71,coastal,P,Altona,Germany,Ger,NE,53.568039,9.94814,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=53.568039,9.94814",9.77,coastal,P,228,German Kingdoms,Portugal,German Kingdoms,
3981,740,Maria Sophia,6,1795,Great Yarmouth,,150,2,12,all Swedes,"6 at Jakobstadt, 2 at Amsterdam, 4 at London",Jakobstadt,Female,No,Amsterdam,Archangel,Jakobstadt,FALSE,Nice surname: Raspberry twig. Pieter Hamberg's widow is sole owner.,3,Jakobstad,Finland,Scan,NE,63.676392,22.710951,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=63.676392,22.710951",3.96,coastal,P,Amsterdam,Netherlands,Ned,NE,52.373081,4.89333,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=52.373081,4.89333",28.61,coastal,P,Arkhangelsk,RUSSIA SCAN,SCAN,NE,64.537743,40.515579,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=64.537743,40.515579",2.64,coastal,P,150,Swedish Territory,Netherlands,,EAST_SCAN
3982,740,Maria,7,1795,Dover,18,,,5,all Swedes,all at Gothenburg,Gothenburg,Male,No,Lisbon,Gothenburg,Gammelos in Sweden,FALSE,heavy lasts.,3,Gothenburg,Sweden,Scan,NE,57.70129,11.96706,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=57.70129,11.96706",9.58,coastal,P,Lisbon,Portugal,Medit,SE,38.72572,-9.15025,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=38.72572,-9.15025",3.71,coastal,P,Gothenburg,Sweden,Scan,NE,57.70129,11.96706,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=57.70129,11.96706",9.58,coastal,P,36,Sweden,Portugal,Sweden,EAST_SCAN
3983,740,Mary of Philadelphia,7,1795,Plymouth,,130,1,8,all Americans,all at Philadelphia,Philadelphia,Male,No,Bordeaux,Philadelphia,Philadelphia,FALSE,The Vessel was built from a Schooner to a Brig in Philadelphia. The passenger's sons actually becomes rather famous military men/navy men in during the civil war.,3,"Philadelphia, PA",USA,NorthAm,AM,39.95227814,-75.1624527,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=39.952278137,-75.162452698",9.11,coastal,P,Bordeaux,France,Fra,SE,44.836632,-0.58105,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=44.836632,-0.58105",9.56,coastal,P,"Philadelphia, PA",USA,NorthAm,AM,39.95227814,-75.1624527,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=39.952278137,-75.162452698",9.11,coastal,P,130,USA,France,USA,
3984,740,Maria,6,1795,Portsmouth,44,,,6,all Swedes,all at Strahlsund,Barth,Male,Yes,Bordeaux,Strahlsund,,FALSE,,3,Barth,Germany,Ger,NE,54.35815,12.72354,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=54.35815,12.72354",5.27,coastal,P,Bordeaux,France,Fra,SE,44.836632,-0.58105,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=44.836632,-0.58105",9.56,coastal,P,Stralsund,Germany,Ger,NE,54.315762,13.09164,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=54.315762,13.09164",5.76,coastal,P,88,German Kingdoms,France,German Kingdoms,
3985,740,Mercurious,7,1795,London,18,,,5,all Danes,all Aalborg,Aalborg,Male,Yes,Havre de Grace,Aalborg,,FALSE,,3,Aalborg,Denmark,Scan,NE,57.049339,9.91632,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=57.049339,9.91632",6.72,coastal,P,Le Havre,France,Fra,SE,49.493488,0.1009,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=49.493488,0.1009",1.92,coastal,P,Aalborg,Denmark,Scan,NE,57.049339,9.91632,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=57.049339,9.91632",6.72,coastal,P,36,Denmark,France,Denmark,WEST_SCAN
3986,740,Mary,6,1795,London,,230,,11,all Americans,all at Baltimore,Baltimore,Male,No,Hamburgh,Baltimore,Baltimore,FALSE,,3,"Baltimore, MD",USA,NorthAm,AM,39.290581,-76.609261,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=39.290581,-76.609261",9.35,coastal,P,Hamburg,Germany,Ger,NE,53.553341,9.99247,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=53.553341,9.99247",18.31854868,coastal,P,"Baltimore, MD",USA,NorthAm,AM,39.290581,-76.609261,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=39.290581,-76.609261",9.35,coastal,P,230,USA,German Kingdoms,USA,
3987,740,Mercury,6,1795,Deal,,172,,10,"5 Americans, 3 swedes, 1 dane, 1 prussian, 1 italian","5 at Boston, 5 at Rotterdam",Boston,Male,No,Bordeaux,Rotterdam,Milton near Boston,TRUE,,3,"Boston, MA",USA,NorthAm,AM,42.358662,-71.05674,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=42.358662,-71.05674",5.76,coastal,P,Bordeaux,France,Fra,SE,44.836632,-0.58105,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=44.836632,-0.58105",9.56,coastal,P,Rotterdam,Netherlands,Ned,NE,51.922871,4.47849,"http://maps.google.com/maps?f=q&hl=en&geocode=&q=51.922871,4.47849",37.84770702,waterway,P,172,USA,France,Netherlands,
